City,Date,Max Temp (°C),Min Temp (°C),Precipitation (mm)
Henderson,2014-01-29,18.6,7.5,0.0
Henderson,2014-01-30,22.2,8.9,0.0
Henderson,2014-01-31,13.6,8.9,0.02
Henderson,2014-02-01,11.4,3.9,0.0
Henderson,2014-02-02,9.2,-0.5,0.0
Henderson,2014-02-03,12.4,3.7,0.0
Henderson,2014-02-04,12.5,3.2,0.0
Henderson,2014-02-05,13.5,2.8,0.0
Henderson,2014-02-06,11.3,4.6,0.141
Henderson,2014-02-07,13.4,5.4,0.0
Henderson,2014-02-08,17.0,4.9,0.0
Henderson,2014-02-09,17.6,6.5,0.0
Henderson,2014-02-10,22.4,7.8,0.0
Henderson,2014-02-11,19.1,6.8,0.0
Henderson,2014-02-12,20.7,6.8,0.0
Henderson,2014-02-13,22.8,8.0,0.0
Henderson,2014-02-14,22.5,8.8,0.0
Henderson,2014-02-15,20.6,8.6,0.0
Henderson,2014-02-16,26.8,12.1,0.0
Henderson,2014-02-17,24.4,9.1,0.0
Henderson,2014-02-18,24.0,9.4,0.0
Henderson,2014-02-19,25.5,11.6,0.0
Henderson,2014-02-20,16.0,8.5,0.0
Henderson,2014-02-21,20.6,5.0,0.0
Henderson,2014-02-22,22.3,7.1,0.0
Henderson,2014-02-23,23.1,8.9,0.0
Henderson,2014-02-24,23.9,8.0,0.0
Henderson,2014-02-25,24.1,8.3,0.0
Henderson,2014-02-26,22.7,10.1,0.0
Henderson,2014-02-27,21.5,13.8,0.02
Henderson,2014-02-28,14.7,11.1,9.122
Henderson,2014-03-01,16.9,8.4,0.0
Henderson,2014-03-02,17.8,6.9,0.0
Henderson,2014-03-03,18.8,7.3,0.0
Henderson,2014-03-04,22.5,12.2,0.0
Henderson,2014-03-05,22.3,9.6,0.0
Henderson,2014-03-06,24.5,11.2,0.0
Henderson,2014-03-07,21.2,13.5,0.0
Henderson,2014-03-08,21.9,10.6,0.0
Henderson,2014-03-09,22.8,8.2,0.0
Henderson,2014-03-10,26.2,11.6,0.0
Henderson,2014-03-11,19.8,12.0,0.0
Henderson,2014-03-12,19.1,8.8,0.0
Henderson,2014-03-13,20.8,8.7,0.0
Henderson,2014-03-14,24.0,8.2,0.0
Henderson,2014-03-15,25.4,14.8,0.0
Henderson,2014-03-16,25.9,9.6,0.0
Henderson,2014-03-17,28.6,13.1,0.0
Henderson,2014-03-18,16.9,9.2,0.0
Henderson,2014-03-19,19.4,5.9,0.0
Henderson,2014-03-20,21.7,5.7,0.0
Henderson,2014-03-21,25.7,9.8,0.0
Henderson,2014-03-22,24.6,13.2,0.0
Henderson,2014-03-23,26.3,10.3,0.0
Henderson,2014-03-24,26.8,11.5,0.0
Henderson,2014-03-25,28.4,11.2,0.0
Henderson,2014-03-26,20.5,13.5,0.0
Henderson,2014-03-27,18.5,9.7,0.0
Henderson,2014-03-28,23.1,9.0,0.0
Henderson,2014-03-29,26.4,12.1,0.0
Henderson,2014-03-30,21.3,14.3,0.034
Henderson,2014-03-31,22.4,9.4,0.0
Henderson,2015-10-28,23.0,12.0,0.0
Henderson,2015-12-07,18.0,2.0,0.0
Henderson,2016-11-08,20.1,15.0,0.0
Henderson,2017-04-15,26.0,17.0,0.0
Hesperia,2016-04-23,19.9,8.3,0.0
Hialeah,2014-05-13,30.8,24.2,1.055
Hialeah,2016-07-07,33.6,27.9,0.0
Homestead,2016-12-11,25.0,21.5,19.935
Houston,2014-01-01,18.4,8.1,0.0
Houston,2014-01-02,15.0,4.1,0.032
Houston,2014-01-03,11.9,1.0,0.0
Houston,2014-01-04,18.4,5.4,0.0
Houston,2014-01-05,18.0,2.5,0.917
Houston,2014-01-06,2.1,-2.9,0.0
Houston,2014-01-07,7.7,-3.1,0.0
Houston,2014-01-08,13.0,6.9,0.016
Houston,2014-01-09,20.2,12.6,3.412
Houston,2014-01-10,20.7,13.9,0.114
Houston,2014-01-11,22.5,14.4,0.033
Houston,2014-01-12,21.9,12.2,0.073
Houston,2014-01-13,21.1,12.9,0.204
Houston,2014-01-14,21.9,8.6,0.0
Houston,2014-01-15,15.0,7.0,0.0
Houston,2014-01-16,21.9,8.3,0.0
Houston,2014-01-17,17.1,9.5,0.0
Houston,2014-01-18,19.7,6.4,0.0
Houston,2014-01-19,20.3,9.9,0.0
Houston,2014-01-20,24.8,12.0,0.0
Houston,2014-01-21,16.4,8.8,0.0
Houston,2014-01-22,20.8,4.8,0.0
Houston,2014-01-23,15.0,1.2,3.322
Houston,2014-01-24,1.5,-2.0,0.555
Houston,2014-01-25,16.2,-0.2,0.0
Houston,2014-01-26,21.9,8.8,0.0
Houston,2014-01-27,17.0,10.1,0.0
Houston,2014-01-28,9.5,-1.5,0.352
Houston,2014-01-29,6.7,-0.2,0.0
Houston,2014-01-30,14.1,0.4,0.0
Houston,2014-01-31,21.0,14.0,0.0
Houston,2014-02-01,23.5,17.0,0.014
Houston,2014-02-02,19.9,4.1,5.119
Houston,2014-02-03,10.1,3.5,0.0
Houston,2014-02-04,10.3,7.3,4.807
Houston,2014-02-05,9.8,4.0,0.014
Houston,2014-02-06,3.7,0.2,0.014
Houston,2014-02-07,4.0,1.5,0.0
Houston,2014-02-08,14.7,4.0,0.0
Houston,2014-02-09,18.9,9.1,0.0
Houston,2014-02-10,15.9,4.1,10.475
Houston,2014-02-11,4.7,1.2,2.433
Houston,2014-02-12,10.1,1.1,0.016
Houston,2014-02-13,17.8,3.5,0.0
Houston,2014-02-14,25.5,9.5,0.0
Houston,2014-02-15,18.9,9.7,0.0
Houston,2014-02-16,23.9,13.0,0.0
Houston,2014-02-17,26.6,18.1,0.0
Houston,2014-02-18,26.5,18.0,0.0
Houston,2014-02-19,24.9,17.9,0.0
Houston,2014-02-20,25.0,15.9,8.873
Houston,2014-02-21,19.5,9.9,0.0
Houston,2014-02-22,20.4,11.5,0.0
Houston,2014-02-23,26.3,16.0,0.28
Houston,2014-02-24,19.5,17.4,0.0
Houston,2014-02-25,26.7,17.0,8.859
Houston,2014-02-26,15.5,4.0,6.798
Houston,2014-02-27,13.8,2.0,0.0
Houston,2014-02-28,22.0,7.2,0.023
Houston,2014-03-01,27.8,18.9,0.0
Houston,2014-03-02,24.1,2.1,0.917
Houston,2014-03-03,5.5,-2.0,0.038
Houston,2014-03-04,3.9,0.0,17.777
Houston,2014-03-05,12.9,3.1,0.118
Houston,2014-03-06,15.1,7.1,0.0
Houston,2014-03-07,18.9,7.0,0.0
Houston,2014-03-08,19.9,12.9,0.335
Houston,2014-03-09,14.4,8.1,3.116
Houston,2014-03-10,22.7,9.0,0.0
Houston,2014-03-11,23.9,14.9,0.0
Houston,2014-03-12,19.1,12.9,0.0
Houston,2014-03-13,19.2,8.6,0.0
Houston,2014-03-14,22.0,11.8,0.0
Houston,2014-03-15,20.1,17.9,12.363
Houston,2014-03-16,20.1,8.1,2.727
Houston,2014-03-17,17.0,6.1,0.0
Houston,2014-03-18,24.4,9.9,0.0
Houston,2014-03-19,23.0,16.3,0.0
Houston,2014-03-20,24.9,14.0,0.0
Houston,2014-03-21,24.0,14.4,0.0
Houston,2014-03-22,28.0,19.0,0.03
Houston,2014-03-23,21.1,12.2,4.295
Houston,2014-03-24,16.6,11.0,0.0
Houston,2014-03-25,20.7,10.7,0.0
Houston,2014-03-26,18.6,12.7,4.072
Houston,2014-03-27,21.6,16.6,0.337
Houston,2014-03-28,28.9,18.4,1.335
Houston,2014-03-29,25.1,13.1,0.0
Houston,2014-03-30,22.8,13.7,0.0
Houston,2014-03-31,24.4,13.8,0.0
Houston,2014-04-25,30.9,20.2,0.0
Houston,2014-05-11,29.4,24.0,0.029
Houston,2014-07-05,32.2,24.0,8.965
Houston,2014-08-17,36.9,26.9,0.0
Houston,2014-09-19,29.6,23.1,2.539
Houston,2014-11-23,26.9,15.5,4.691
Houston,2014-11-26,22.4,10.6,0.0
Houston,2014-12-08,18.7,9.0,0.0
Houston,2014-12-26,21.1,13.8,0.044
Houston,2015-01-30,17.5,10.1,0.0
Houston,2015-03-10,15.0,12.0,0.0
Houston,2015-03-22,23.4,17.0,0.0
Houston,2015-03-23,26.9,13.9,0.0
Houston,2015-04-28,21.9,14.1,0.0
Houston,2015-07-13,35.6,25.0,0.0
Houston,2015-09-17,32.8,24.8,0.0
Houston,2015-09-21,33.7,24.0,0.0
Houston,2015-09-26,33.5,23.6,0.0
Houston,2015-12-01,15.2,10.2,0.053
Houston,2015-12-11,28.3,21.0,0.0
Houston,2015-12-27,25.1,8.1,10.439
Houston,2016-04-05,27.9,15.5,0.0
Houston,2016-04-08,27.9,16.5,0.0
Houston,2016-04-24,24.1,18.6,9.359
Houston,2016-05-02,24.0,17.1,0.928
Houston,2016-07-14,35.9,26.9,0.0
Houston,2016-09-08,33.9,26.8,0.0
Houston,2016-10-03,29.9,20.8,0.0
Houston,2016-11-19,17.1,8.0,0.0
Houston,2017-04-21,29.1,21.5,0.0
Houston,2017-05-12,29.1,23.1,1.766
Houston,2017-07-03,35.5,25.4,0.0
Houston,2017-09-15,32.5,22.9,0.0
Houston,2017-10-19,28.6,19.7,0.0
Houston,2017-11-13,25.8,17.1,0.0
Houston,2017-11-24,22.8,11.0,0.0
Houston,2017-12-02,26.1,13.4,0.0
Houston,2017-12-09,16.0,-0.8,0.0
Huntington Beach,2014-03-14,20.9,11.1,0.0
Huntington Beach,2017-06-24,23.2,17.1,0.0
Huntsville,2014-06-09,27.6,18.7,14.664
Independence,2017-12-22,2.1,-1.7,0.0
Indianapolis,2017-10-21,24.1,11.1,0.0
Indianapolis,2017-12-09,0.8,-5.7,0.444
Inglewood,2017-09-16,24.2,18.4,0.0
Irving,2016-09-25,26.0,23.9,1.691
Jackson,2014-01-01,14.5,2.8,3.278
Jackson,2014-01-02,13.1,-0.1,7.153
Jackson,2014-01-03,4.4,-4.0,0.0
Jackson,2014-01-04,14.2,-4.4,0.0
Jackson,2014-01-05,18.0,-1.1,2.907
Jackson,2014-01-06,-2.1,-8.5,0.0
Jackson,2014-01-07,-0.8,-9.4,0.0
Jackson,2014-01-08,8.7,-7.3,0.0
Jackson,2014-01-09,17.0,4.1,0.0
Jackson,2014-01-10,18.1,5.6,0.53
Jackson,2014-01-11,19.1,5.1,8.719
Jackson,2014-01-12,19.2,0.7,0.0
Jackson,2014-01-13,15.7,8.9,9.979
Jackson,2014-01-14,17.7,3.6,0.0
Jackson,2014-01-15,9.8,-1.2,0.0
Jackson,2014-01-16,16.8,-2.3,0.0
Jackson,2014-01-17,10.0,-1.3,0.0
Jackson,2014-01-18,16.0,-3.5,0.0
Jackson,2014-01-19,16.0,4.0,0.0
Jackson,2014-01-20,20.0,-1.3,0.0
Jackson,2014-01-21,12.0,-2.1,0.0
Jackson,2014-01-22,9.2,-5.5,0.0
Jackson,2014-01-23,6.8,-2.7,0.0
Jackson,2014-01-24,2.7,-4.2,0.0
Jackson,2014-01-25,14.5,-5.3,0.0
Jackson,2014-01-26,18.5,0.7,0.0
Jackson,2014-01-27,11.8,-0.9,0.0
Jackson,2014-01-28,-1.1,-5.9,0.445
Jackson,2014-01-29,0.9,-7.3,0.0
Jackson,2014-01-30,9.2,-8.5,0.0
Jackson,2014-01-31,17.0,-0.2,0.0
Jackson,2014-02-01,20.8,6.8,0.0
Jackson,2014-02-02,20.6,3.1,34.756
Jackson,2014-02-03,5.0,1.0,3.108
Jackson,2014-02-04,17.1,4.1,9.72
Jackson,2014-02-05,4.8,-1.1,0.0
Jackson,2014-02-06,2.2,-3.0,0.0
Jackson,2014-02-07,7.9,-4.0,0.0
Jackson,2014-02-08,12.9,1.0,1.8
Jackson,2014-02-09,17.0,4.4,0.0
Jackson,2014-02-10,6.8,1.8,6.731
Jackson,2014-02-11,1.8,0.2,13.717
Jackson,2014-02-12,2.0,-0.9,7.478
Jackson,2014-02-13,11.2,-2.4,0.0
Jackson,2014-02-14,17.0,1.1,2.463
Jackson,2014-02-15,13.1,-0.2,0.0
Jackson,2014-02-16,21.6,1.7,0.0
Jackson,2014-02-17,22.9,11.2,0.0
Jackson,2014-02-18,22.9,12.1,0.0
Jackson,2014-02-19,25.8,14.2,0.0
Jackson,2014-02-20,27.6,16.4,23.955
Jackson,2014-02-21,16.9,3.8,0.577
Jackson,2014-02-22,19.8,3.4,0.0
Jackson,2014-02-23,20.0,8.8,0.0
Jackson,2014-02-24,18.9,9.1,0.0
Jackson,2014-02-25,14.8,11.0,1.328
Jackson,2014-02-26,10.9,0.0,4.438
Jackson,2014-02-27,10.8,-4.4,0.0
Jackson,2014-02-28,15.0,-1.0,0.0
Jackson,2014-03-01,25.6,11.1,0.0
Jackson,2014-03-02,26.0,16.9,0.0
Jackson,2014-03-03,5.4,-3.2,6.578
Jackson,2014-03-04,1.8,-3.0,0.0
Jackson,2014-03-05,16.2,0.6,0.0
Jackson,2014-03-06,8.3,4.3,13.788
Jackson,2014-03-07,17.0,4.4,0.0
Jackson,2014-03-08,20.8,6.3,0.0
Jackson,2014-03-09,21.8,11.7,0.0
Jackson,2014-03-10,23.1,7.5,0.0
Jackson,2014-03-11,20.6,10.5,11.882
Jackson,2014-03-12,17.7,7.3,0.0
Jackson,2014-03-13,17.9,1.3,0.0
Jackson,2014-03-14,18.9,3.8,0.0
Jackson,2014-03-15,20.9,12.8,2.928
Jackson,2014-03-16,20.1,7.0,23.784
Jackson,2014-03-17,5.8,2.9,0.0
Jackson,2014-03-18,20.4,3.9,0.0
Jackson,2014-03-19,24.1,9.0,0.0
Jackson,2014-03-20,21.6,8.7,0.0
Jackson,2014-03-21,25.9,4.5,0.0
Jackson,2014-03-22,24.1,13.9,0.0
Jackson,2014-03-23,19.0,9.1,1.231
Jackson,2014-03-24,18.0,4.8,0.0
Jackson,2014-03-25,13.9,3.0,0.0
Jackson,2014-03-26,16.7,0.3,0.0
Jackson,2014-03-27,23.6,9.8,18.628
Jackson,2014-03-28,23.9,16.1,38.474
Jackson,2014-03-29,18.1,10.7,25.377
Jackson,2014-03-30,22.0,5.3,0.0
Jackson,2014-03-31,26.8,5.3,0.0
Jackson,2014-05-04,30.8,12.9,0.0
Jackson,2014-07-05,30.0,17.6,0.0
Jackson,2015-10-31,20.0,16.2,45.604
Jackson,2016-05-28,28.3,21.0,0.0
Jackson,2017-08-21,33.9,24.3,0.0
Jackson,2017-08-25,28.8,21.5,0.0
Jackson,2017-09-02,30.5,18.7,0.0
Jackson,2017-09-14,29.6,18.3,0.0
Jackson,2017-11-30,23.8,12.7,0.6
Jacksonville,2014-12-19,21.0,8.8,0.0
Jacksonville,2015-03-29,16.7,8.0,0.0
Jacksonville,2015-05-16,28.0,20.1,0.068
Jacksonville,2015-11-13,25.1,16.4,0.0
Jacksonville,2016-01-05,11.2,6.5,0.0
Jacksonville,2016-08-13,34.6,25.3,0.0
Jacksonville,2016-09-18,33.3,24.1,0.0
Jacksonville,2017-01-02,27.0,16.4,0.0
Jacksonville,2017-01-14,21.5,14.3,0.287
Jacksonville,2017-03-28,28.9,16.6,0.0
Jacksonville,2017-04-09,23.3,9.2,0.0
Jacksonville,2017-07-29,33.8,26.3,0.144
Jacksonville,2017-09-11,26.2,23.3,115.501
Jacksonville,2017-10-23,28.9,23.9,7.301
Jefferson City,2016-04-22,21.1,10.0,0.0
Johnson City,2014-11-15,6.3,-9.7,0.0
Jonesboro,2014-01-20,15.8,3.1,0.0
Keller,2017-01-19,20.5,7.8,0.0
Kenosha,2015-02-15,-10.2,-20.3,0.0
Kent,2017-07-08,22.9,16.6,0.0
La Porte,2016-10-01,27.7,19.1,0.0
La Porte,2016-11-12,25.6,16.1,0.0
Lafayette,2015-09-24,31.2,21.2,0.0
Lafayette,2017-08-06,32.2,24.3,8.538
Laguna Niguel,2017-02-10,17.6,12.9,1.435
Lake Elsinore,2015-11-27,13.1,4.2,0.089
Lakeland,2017-10-21,30.4,21.2,0.0
Lakeville,2014-03-17,1.0,-6.0,0.036
Lakeville,2014-06-01,20.0,17.0,39.813
Lakeville,2017-08-21,23.5,17.5,36.612
Lakewood,2014-06-01,27.8,12.6,0.0
Lakewood,2014-06-21,29.6,14.1,1.145
Lakewood,2017-11-18,7.9,-2.9,0.0
Lancaster,2014-04-06,12.1,-1.8,0.0
Lancaster,2015-12-12,16.7,5.2,0.0
Lancaster,2016-09-08,34.3,22.2,1.972
Lancaster,2017-03-17,6.1,-6.9,0.0
Lansing,2015-04-04,10.0,-5.6,0.0
Laredo,2014-01-09,21.1,8.9,0.0
Las Vegas,2017-06-30,40.9,27.1,0.0
Lawrence,2014-09-28,28.2,11.1,0.0
Lawrence,2015-12-26,9.3,1.2,23.434
Lawrence,2016-12-09,-2.8,-13.8,0.0
Lawrence,2017-10-19,26.7,7.3,0.0
Layton,2015-06-22,30.7,16.3,0.0
Leominster,2015-11-26,14.3,-3.8,0.0
Linden,2014-02-07,1.0,-2.6,0.918
Lindenhurst,2015-12-20,6.1,1.7,0.0
Long Beach,2014-09-19,25.7,20.0,0.0
Long Beach,2015-04-09,22.4,11.3,0.0
Long Beach,2015-09-18,30.1,18.5,0.0
Long Beach,2016-03-10,21.8,12.4,0.0
Long Beach,2017-07-07,30.6,20.2,0.0
Long Beach,2017-09-04,24.5,22.0,0.021
Lorain,2017-01-01,4.5,-4.2,0.0
Lorain,2017-06-02,25.7,10.8,0.0
Los Angeles,2014-01-01,20.7,7.0,0.045
Los Angeles,2014-01-02,25.8,11.5,0.0
Los Angeles,2014-01-03,21.2,8.9,0.0
Los Angeles,2014-01-04,19.7,10.6,0.0
Los Angeles,2014-01-05,24.2,7.6,0.047
Los Angeles,2014-01-06,25.0,10.3,0.0
Los Angeles,2014-01-07,20.0,9.5,0.0
Los Angeles,2014-01-08,18.9,9.1,0.0
Los Angeles,2014-01-09,16.6,10.5,0.0
Los Angeles,2014-01-10,20.7,8.5,0.045
Los Angeles,2014-01-11,21.8,8.8,0.0
Los Angeles,2014-01-12,21.0,10.6,0.045
Los Angeles,2014-01-13,26.5,8.3,0.0
Los Angeles,2014-01-14,26.7,9.8,0.0
Los Angeles,2014-01-15,28.3,9.5,0.0
Los Angeles,2014-01-16,29.2,10.5,0.0
Los Angeles,2014-01-17,29.4,11.9,0.0
Los Angeles,2014-01-18,28.1,11.1,0.0
Los Angeles,2014-01-19,25.7,9.3,0.0
Los Angeles,2014-01-20,26.0,8.9,0.0
Los Angeles,2014-01-21,24.4,12.0,0.0
Los Angeles,2014-01-22,23.8,13.1,0.0
Los Angeles,2014-01-23,21.9,10.7,0.0
Los Angeles,2014-01-24,22.2,13.3,0.0
Los Angeles,2014-01-25,24.4,14.2,0.0
Los Angeles,2014-01-26,19.8,11.4,0.0
Los Angeles,2014-01-27,20.2,11.3,0.0
Los Angeles,2014-01-28,20.2,9.6,0.0
Los Angeles,2014-01-29,20.6,11.1,0.045
Los Angeles,2014-01-30,16.9,13.9,0.024
Los Angeles,2014-01-31,17.5,12.4,0.0
Los Angeles,2014-02-01,18.6,10.4,0.0
Los Angeles,2014-02-02,16.5,8.4,2.122
Los Angeles,2014-02-03,16.4,8.1,0.045
Los Angeles,2014-02-04,16.1,8.8,0.0
Los Angeles,2014-02-05,17.5,9.5,0.0
Los Angeles,2014-02-06,15.1,11.7,1.886
Los Angeles,2014-02-07,16.5,10.2,0.068
Los Angeles,2014-02-08,18.4,11.5,0.0
Los Angeles,2014-02-09,18.1,13.1,0.0
Los Angeles,2014-02-10,21.3,12.3,0.0
Los Angeles,2014-02-11,21.9,11.3,0.0
Los Angeles,2014-02-12,25.8,11.3,0.045
Los Angeles,2014-02-13,25.5,11.4,0.0
Los Angeles,2014-02-14,25.3,10.8,0.0
Los Angeles,2014-02-15,25.3,11.3,0.0
Los Angeles,2014-02-16,22.8,12.9,0.0
Los Angeles,2014-02-17,20.5,10.8,0.045
Los Angeles,2014-02-18,19.4,13.3,0.0
Los Angeles,2014-02-19,18.2,12.2,0.0
Los Angeles,2014-02-20,26.7,10.8,0.0
Los Angeles,2014-02-21,25.6,13.4,0.0
Los Angeles,2014-02-22,23.2,11.0,0.0
Los Angeles,2014-02-23,21.7,10.1,0.0
Los Angeles,2014-02-24,21.9,11.2,0.0
Los Angeles,2014-02-25,20.7,13.6,0.0
Los Angeles,2014-02-26,18.6,13.8,0.106
Los Angeles,2014-02-27,20.4,13.2,18.15
Los Angeles,2014-02-28,16.8,13.8,45.747
Los Angeles,2014-03-01,15.7,12.0,17.241
Los Angeles,2014-03-02,16.5,12.0,4.218
Los Angeles,2014-03-03,19.6,10.8,0.045
Los Angeles,2014-03-04,19.8,12.8,0.0
Los Angeles,2014-03-05,20.7,12.3,0.0
Los Angeles,2014-03-06,21.2,14.1,0.0
Los Angeles,2014-03-07,21.4,13.4,0.0
Los Angeles,2014-03-08,26.2,11.3,0.0
Los Angeles,2014-03-09,28.5,15.2,0.0
Los Angeles,2014-03-10,25.8,14.4,0.0
Los Angeles,2014-03-11,24.8,13.0,0.0
Los Angeles,2014-03-12,25.9,12.8,0.0
Los Angeles,2014-03-13,20.7,14.6,0.0
Los Angeles,2014-03-14,20.7,11.6,0.0
Los Angeles,2014-03-15,25.9,12.3,0.0
Los Angeles,2014-03-16,31.2,13.5,0.0
Los Angeles,2014-03-17,22.7,13.9,0.0
Los Angeles,2014-03-18,22.9,14.7,0.0
Los Angeles,2014-03-19,25.0,13.3,0.0
Los Angeles,2014-03-20,21.6,13.0,0.0
Los Angeles,2014-03-21,19.1,13.4,0.0
Los Angeles,2014-03-22,18.4,13.9,0.0
Los Angeles,2014-03-23,19.1,11.8,0.0
Los Angeles,2014-03-24,18.4,14.4,0.0
Los Angeles,2014-03-25,17.7,14.1,0.0
Los Angeles,2014-03-26,18.4,13.2,0.229
Los Angeles,2014-03-27,18.8,11.3,0.0
Los Angeles,2014-03-28,20.2,13.0,0.0
Los Angeles,2014-03-29,23.4,11.9,0.0
Los Angeles,2014-03-30,21.1,13.3,0.0
Los Angeles,2014-03-31,18.9,12.0,0.0
Los Angeles,2014-04-21,23.1,13.9,0.0
Los Angeles,2014-05-06,18.9,13.2,0.0
Los Angeles,2014-05-26,25.2,16.8,0.0
Los Angeles,2014-06-09,23.6,15.6,0.0
Los Angeles,2014-06-13,22.5,16.3,0.0
Los Angeles,2014-06-25,23.8,17.2,0.0
Los Angeles,2014-07-12,26.4,18.5,0.0
Los Angeles,2014-08-05,26.3,17.1,0.0
Los Angeles,2014-08-26,27.4,18.8,0.0
Los Angeles,2014-09-26,26.4,18.8,0.0
Los Angeles,2014-09-29,25.3,16.6,0.0
Los Angeles,2014-10-19,24.0,16.6,0.0
Los Angeles,2014-10-31,20.5,16.9,0.2
Los Angeles,2014-11-23,26.0,14.4,0.0
Los Angeles,2014-12-24,23.5,12.9,0.0
Los Angeles,2014-12-27,16.7,4.6,0.0
Los Angeles,2015-02-03,21.0,11.0,0.0
Los Angeles,2015-03-28,26.1,16.0,0.0
Los Angeles,2015-04-25,18.3,13.6,0.296
Los Angeles,2015-05-01,27.8,14.5,0.0
Los Angeles,2015-06-13,21.4,17.3,0.0
Los Angeles,2015-08-01,27.3,19.6,0.0
Los Angeles,2015-08-31,27.9,21.2,0.833
Los Angeles,2015-09-01,27.3,20.7,0.0
Los Angeles,2015-09-10,34.5,26.0,0.0
Los Angeles,2015-09-14,28.0,21.7,0.0
Los Angeles,2015-09-17,26.7,18.5,0.0
Los Angeles,2015-11-02,23.2,15.7,0.165
Los Angeles,2015-11-03,20.0,11.8,0.047
Los Angeles,2015-11-07,26.3,11.0,0.0
Los Angeles,2015-11-20,28.5,13.0,0.0
Los Angeles,2015-11-24,19.9,11.9,0.302
Los Angeles,2015-12-07,26.1,13.4,0.078
Los Angeles,2015-12-13,18.6,8.5,3.856
Los Angeles,2015-12-19,17.6,7.9,4.44
Los Angeles,2015-12-27,15.8,3.2,0.0
Los Angeles,2016-01-16,18.5,12.1,0.0
Los Angeles,2016-02-13,22.6,10.9,0.0
Los Angeles,2016-04-08,16.1,15.0,2.706
Los Angeles,2016-04-14,21.0,13.7,0.0
Los Angeles,2016-04-19,30.2,17.1,0.0
Los Angeles,2016-05-11,21.6,15.6,0.0
Los Angeles,2016-05-21,20.3,13.4,0.0
Los Angeles,2016-06-09,21.8,16.3,0.031
Los Angeles,2016-06-10,24.0,16.7,0.0
Los Angeles,2016-06-12,21.2,16.7,0.0
Los Angeles,2016-07-02,26.1,18.3,0.0
Los Angeles,2016-07-12,25.5,18.9,0.0
Los Angeles,2016-07-17,26.0,17.6,0.0
Los Angeles,2016-09-17,26.2,16.3,0.0
Los Angeles,2016-09-29,31.8,21.3,0.0
Los Angeles,2016-10-28,24.0,17.9,0.466
Los Angeles,2016-11-06,23.3,13.6,0.139
Los Angeles,2016-11-07,25.0,13.8,0.049
Los Angeles,2016-11-15,24.6,13.4,0.0
Los Angeles,2016-11-24,25.8,11.8,0.14
Los Angeles,2016-12-18,18.6,5.8,0.0
Los Angeles,2016-12-25,13.8,6.6,0.0
Los Angeles,2017-01-20,14.9,11.0,24.122
Los Angeles,2017-02-23,15.8,9.8,0.0
Los Angeles,2017-02-26,13.8,9.7,1.678
Los Angeles,2017-03-04,21.0,11.8,0.0
Los Angeles,2017-04-02,24.3,13.3,0.0
Los Angeles,2017-06-10,22.1,17.0,0.0
Los Angeles,2017-06-11,21.3,16.5,0.0
Los Angeles,2017-07-11,28.5,20.9,0.0
Los Angeles,2017-09-07,28.4,19.4,0.0
Los Angeles,2017-09-10,31.0,19.3,0.0
Los Angeles,2017-09-12,24.9,20.5,0.0
Los Angeles,2017-11-06,21.8,15.1,0.0
Los Angeles,2017-12-07,25.4,9.1,0.0
Los Angeles,2017-12-17,22.2,10.0,0.0
Los Angeles,2017-12-21,16.6,7.7,0.0
Los Angeles,2017-12-29,27.3,11.3,0.0
Louisville,2014-06-22,32.4,21.5,0.0
Louisville,2014-11-11,18.0,2.9,2.253
Louisville,2015-10-13,20.0,13.0,0.006
Louisville,2016-05-05,15.0,7.5,1.468
Louisville,2016-11-04,19.4,10.3,0.006
Louisville,2017-09-23,31.9,19.7,0.0
Louisville,2017-12-25,-0.7,-5.3,0.0
Lowell,2016-06-06,27.6,16.4,0.061
Lowell,2017-07-08,29.0,16.5,2.875
Lubbock,2017-04-11,23.8,7.8,0.0
Macon,2014-09-08,31.0,21.4,6.432
Macon,2015-07-13,36.6,23.5,0.0
Madison,2014-01-01,-13.2,-17.8,0.0
Madison,2014-01-02,-11.7,-22.3,0.0
Madison,2014-01-03,-7.8,-25.1,0.0
Madison,2014-01-04,0.8,-8.2,0.0
Madison,2014-01-05,-9.2,-22.1,0.0
Madison,2014-01-06,-22.8,-27.8,0.0
Madison,2014-01-07,-16.7,-25.7,0.0
Madison,2014-01-08,-12.8,-24.3,0.0
Madison,2014-01-09,-5.7,-26.8,0.0
Madison,2014-01-10,2.2,-5.0,1.939
Madison,2014-01-11,2.2,-1.7,0.0
Madison,2014-01-12,5.0,-3.0,0.0
Madison,2014-01-13,5.0,-2.8,0.0
Madison,2014-01-14,1.0,-7.8,0.927
Madison,2014-01-15,-8.2,-11.7,0.0
Madison,2014-01-16,1.0,-10.7,0.734
Madison,2014-01-17,-7.1,-12.1,0.0
Madison,2014-01-18,-8.2,-16.2,0.116
Madison,2014-01-19,1.2,-12.5,0.0
Madison,2014-01-20,1.2,-13.8,0.0
Madison,2014-01-21,-14.0,-20.7,0.0
Madison,2014-01-22,-11.7,-18.8,0.116
Madison,2014-01-23,-14.0,-21.7,0.0
Madison,2014-01-24,-1.0,-21.9,0.732
Madison,2014-01-25,0.1,-14.8,0.0
Madison,2014-01-26,-4.0,-15.7,1.793
Madison,2014-01-27,-16.1,-23.2,0.0
Madison,2014-01-28,-16.9,-25.7,0.0
Madison,2014-01-29,-4.9,-18.8,0.0
Madison,2014-01-30,-0.7,-8.0,0.386
