City,Date,Max Temp (°C),Min Temp (°C),Precipitation (mm)
Dover,2014-03-30,16.6,12.0,0.02
Dover,2014-03-31,15.5,8.4,0.02
Dover,2016-05-08,23.0,14.8,0.147
Dover,2016-06-20,16.2,13.7,10.146
Dublin,2015-12-24,11.2,2.9,8.689
Dublin,2017-04-29,11.1,7.1,0.0
Durham,2014-01-01,9.7,-1.3,0.0
Durham,2014-01-02,8.9,2.3,3.732
Durham,2014-01-03,5.7,-5.6,0.0
Durham,2014-01-04,2.5,-7.1,0.0
Durham,2014-01-05,14.8,2.5,0.0
Durham,2014-01-06,15.5,-7.3,1.88
Durham,2014-01-07,-4.3,-12.9,0.0
Durham,2014-01-08,5.7,-9.6,0.0
Durham,2014-01-09,11.5,-3.8,0.0
Durham,2014-01-10,6.3,3.6,7.635
Durham,2014-01-11,19.5,6.3,4.704
Durham,2014-01-12,14.0,3.1,0.0
Durham,2014-01-13,15.9,1.1,0.0
Durham,2014-01-14,11.7,3.2,4.072
Durham,2014-01-15,14.6,0.6,0.0
Durham,2014-01-16,6.5,0.2,1.047
Durham,2014-01-17,12.6,-1.6,0.0
Durham,2014-01-18,7.7,-2.5,0.0
Durham,2014-01-19,11.5,-1.2,0.0
Durham,2014-01-20,17.1,-1.4,0.0
Durham,2014-01-21,9.5,-2.7,0.661
Durham,2014-01-22,-1.2,-7.0,0.0
Durham,2014-01-23,2.8,-9.2,0.0
Durham,2014-01-24,-3.2,-11.2,0.0
Durham,2014-01-25,4.3,-7.3,0.0
Durham,2014-01-26,11.0,-5.6,0.0
Durham,2014-01-27,17.5,1.7,0.0
Durham,2014-01-28,0.6,-7.8,1.549
Durham,2014-01-29,-2.9,-9.2,0.605
Durham,2014-01-30,2.8,-14.6,0.0
Durham,2014-01-31,11.0,-9.8,0.0
Durham,2014-02-01,14.5,-4.6,0.025
Durham,2014-02-02,17.6,5.2,0.025
Durham,2014-02-03,16.1,4.3,4.739
Durham,2014-02-04,4.1,2.9,10.495
Durham,2014-02-05,11.1,3.0,1.573
Durham,2014-02-06,5.6,0.1,0.0
Durham,2014-02-07,9.4,1.0,0.0
Durham,2014-02-08,8.9,1.2,0.0
Durham,2014-02-09,12.5,-1.4,0.0
Durham,2014-02-10,4.8,1.5,1.464
Durham,2014-02-11,1.6,-3.3,0.025
Durham,2014-02-12,-2.0,-4.9,10.778
Durham,2014-02-13,2.0,-1.4,10.424
Durham,2014-02-14,12.8,-1.6,0.0
Durham,2014-02-15,6.8,-0.2,6.117
Durham,2014-02-16,10.7,-1.0,0.0
Durham,2014-02-17,6.9,-1.7,0.0
Durham,2014-02-18,17.5,2.2,0.0
Durham,2014-02-19,21.9,8.1,10.62
Durham,2014-02-20,21.9,9.8,0.0
Durham,2014-02-21,20.9,5.1,9.765
Durham,2014-02-22,17.1,1.7,0.0
Durham,2014-02-23,19.3,2.1,0.0
Durham,2014-02-24,14.7,4.0,0.0
Durham,2014-02-25,10.7,-1.4,0.0
Durham,2014-02-26,8.5,0.5,0.0
Durham,2014-02-27,11.9,-4.9,0.0
Durham,2014-02-28,6.5,-2.9,0.0
Durham,2015-09-03,13.0,8.2,1.125
Eagan,2014-01-01,-16.5,-21.6,0.0
Eagan,2014-01-02,-15.7,-22.4,0.0
Eagan,2014-01-03,-2.1,-22.8,0.715
Eagan,2014-01-04,1.4,-17.2,0.811
Eagan,2014-01-05,-18.2,-27.5,0.0
Eagan,2014-01-06,-23.7,-29.6,0.0
Eagan,2014-01-07,-15.3,-25.5,0.0
Eagan,2014-01-08,-15.5,-22.8,0.0
Eagan,2014-01-09,-6.5,-22.8,0.0
Eagan,2014-01-10,-0.7,-9.0,0.0
Eagan,2014-01-11,-0.4,-5.0,0.0
Eagan,2014-01-12,4.6,-4.9,0.0
Eagan,2014-01-13,1.5,-2.8,0.078
Eagan,2014-01-14,-1.5,-12.5,2.538
Eagan,2014-01-15,-3.8,-16.9,0.078
Eagan,2014-01-16,1.3,-13.1,0.338
Eagan,2014-01-17,-10.4,-16.4,0.0
Eagan,2014-01-18,-5.1,-12.9,1.276
Eagan,2014-01-19,3.7,-7.7,0.0
Eagan,2014-01-20,-0.5,-18.1,0.084
Eagan,2014-01-21,-15.0,-24.3,0.078
Eagan,2014-01-22,-13.3,-20.8,0.078
Eagan,2014-01-23,-19.1,-26.2,0.0
Eagan,2014-01-24,1.1,-18.1,1.666
Eagan,2014-01-25,-3.1,-15.9,0.484
Eagan,2014-01-26,-7.6,-19.9,1.271
Eagan,2014-01-27,-20.5,-26.0,0.0
Eagan,2014-01-28,-17.4,-25.4,0.0
Eagan,2014-01-29,0.4,-21.3,0.0
Eagan,2014-01-30,-2.7,-18.1,3.22
Eagan,2014-01-31,-12.5,-22.4,0.0
Eagan,2014-02-01,-5.7,-17.7,0.0
Eagan,2014-02-02,-10.4,-21.8,0.0
Eagan,2014-02-03,-8.4,-18.7,0.0
Eagan,2014-02-04,-11.5,-18.0,0.0
Eagan,2014-02-05,-15.4,-19.0,0.0
Eagan,2014-02-06,-15.4,-22.8,0.0
Eagan,2014-02-07,-10.6,-20.0,0.0
Eagan,2014-02-08,-9.2,-20.5,0.0
Eagan,2014-02-09,-11.2,-19.9,0.0
Eagan,2014-02-10,-13.1,-23.0,0.0
Eagan,2014-02-11,-11.0,-24.2,0.0
Eagan,2014-02-12,-4.2,-10.9,0.537
Eagan,2014-02-13,-1.3,-13.4,0.0
Eagan,2014-02-14,-8.5,-16.5,0.0
Eagan,2014-02-15,-6.7,-17.7,1.799
Eagan,2014-02-16,-5.3,-14.6,0.0
Eagan,2014-02-17,-1.4,-7.8,5.665
Eagan,2014-02-18,6.2,-9.1,0.0
Eagan,2014-02-19,4.1,-5.8,0.0
Eagan,2014-02-20,2.1,-6.5,16.419
Eagan,2014-02-21,-8.1,-13.4,2.095
Eagan,2014-02-22,-9.3,-14.5,0.0
Eagan,2014-02-23,-7.8,-16.6,0.0
Eagan,2014-02-24,-10.3,-17.9,0.17
Eagan,2014-02-25,-14.0,-20.3,0.0
Eagan,2014-02-26,-6.7,-22.6,0.0
Eagan,2014-02-27,-17.4,-24.9,0.0
Eagan,2014-02-28,-9.5,-22.2,0.544
Eagan,2014-03-01,-12.5,-19.9,0.0
Eagan,2014-03-02,-16.2,-25.1,0.0
Eagan,2014-03-03,-12.4,-22.8,0.34
Eagan,2014-03-04,-6.9,-13.3,0.0
Eagan,2014-03-05,-4.0,-10.7,0.0
Eagan,2014-03-06,-3.0,-10.8,0.0
Eagan,2014-03-07,1.1,-4.6,0.0
Eagan,2014-03-08,-1.4,-8.6,0.0
Eagan,2014-03-09,6.6,-7.9,0.0
Eagan,2014-03-10,11.5,1.1,0.0
Eagan,2014-03-11,6.0,0.7,0.0
Eagan,2014-03-12,-0.3,-6.7,0.0
Eagan,2014-03-13,9.2,-6.5,0.0
Eagan,2014-03-14,6.2,-1.3,0.0
Eagan,2014-03-15,-0.8,-5.7,0.0
Eagan,2014-03-16,-3.8,-10.9,0.0
Eagan,2014-03-17,1.5,-4.5,1.651
Eagan,2014-03-18,2.5,-1.0,2.919
Eagan,2014-03-19,2.5,-2.4,1.591
Eagan,2014-03-20,6.5,-4.0,0.0
Eagan,2014-03-21,7.3,-2.0,0.0
Eagan,2014-03-22,-3.7,-12.8,0.0
Eagan,2014-03-23,-3.7,-12.4,0.0
Eagan,2014-03-24,-1.2,-8.5,1.0
Eagan,2014-03-25,-3.8,-11.5,0.0
Eagan,2014-03-26,4.7,-10.6,0.0
Eagan,2014-03-27,4.7,-0.4,11.066
Eagan,2014-03-28,3.2,-1.5,0.0
Eagan,2014-03-29,6.1,-5.6,0.0
Eagan,2014-03-30,15.2,2.1,0.0
Eagan,2014-03-31,14.2,1.5,0.369
Eagan,2015-08-10,27.0,18.8,0.0
Eagan,2016-03-11,18.1,-1.7,0.0
Edmond,2016-11-20,17.7,2.1,0.0
Edmonds,2014-10-13,21.1,11.9,2.02
El Paso,2014-12-15,14.2,1.1,4.798
Encinitas,2017-12-18,20.5,9.4,0.0
Escondido,2014-09-01,28.1,15.9,0.0
Evanston,2014-10-03,19.0,7.6,27.215
Evanston,2016-03-20,5.7,-1.1,0.0
Everett,2017-09-15,21.5,10.0,0.0
Fairfield,2014-10-21,10.8,7.9,2.952
Fairfield,2016-11-28,14.3,1.7,3.146
Fairfield,2017-12-30,-6.7,-17.1,0.018
Farmington,2017-11-05,5.2,-5.6,0.072
Fayetteville,2014-09-28,27.1,13.0,0.0
Fayetteville,2015-11-27,17.9,3.3,58.203
Fayetteville,2015-12-27,7.8,2.2,169.89
Florence,2014-12-19,14.0,7.0,0.0
Florence,2016-05-23,19.6,13.3,0.753
Florence,2016-06-29,32.2,17.9,0.0
Florence,2017-06-04,28.7,16.4,0.0
Florence,2017-06-16,34.0,20.9,0.0
Fort Lauderdale,2014-01-01,26.0,22.5,1.013
Fort Lauderdale,2014-01-02,28.1,21.9,0.069
Fort Lauderdale,2014-01-03,22.2,14.6,0.0
Fort Lauderdale,2014-01-04,23.8,18.9,0.397
Fort Lauderdale,2014-01-05,27.0,21.5,0.945
Fort Lauderdale,2014-01-06,27.4,15.6,1.254
Fort Lauderdale,2014-01-07,13.8,8.8,0.285
Fort Lauderdale,2014-01-08,20.2,9.4,5.334
Fort Lauderdale,2014-01-09,24.1,20.1,11.573
Fort Lauderdale,2014-01-10,25.6,21.9,0.0
Fort Lauderdale,2014-01-11,26.9,22.2,0.0
Fort Lauderdale,2014-01-12,24.7,18.3,0.0
Fort Lauderdale,2014-01-13,25.1,20.7,0.0
Fort Lauderdale,2014-01-14,27.0,20.2,0.0
Fort Lauderdale,2014-01-15,21.3,14.1,0.557
Fort Lauderdale,2014-01-16,15.1,9.0,0.029
Fort Lauderdale,2014-01-17,18.4,6.1,0.0
Fort Lauderdale,2014-01-18,19.8,10.3,0.0
Fort Lauderdale,2014-01-19,20.3,6.0,0.0
Fort Lauderdale,2014-01-20,23.5,13.1,0.0
Fort Lauderdale,2014-01-21,23.2,16.4,0.136
Fort Lauderdale,2014-01-22,17.6,10.2,0.0
Fort Lauderdale,2014-01-23,21.2,7.0,0.0
Fort Lauderdale,2014-01-24,21.2,13.2,0.0
Fort Lauderdale,2014-01-25,24.5,11.5,0.0
Fort Lauderdale,2014-01-26,24.4,13.6,0.0
Fort Lauderdale,2014-01-27,27.8,16.8,0.0
Fort Lauderdale,2014-01-28,26.3,16.9,0.0
Fort Lauderdale,2014-01-29,24.1,18.1,9.863
Fort Lauderdale,2014-01-30,20.8,16.0,8.513
Fort Lauderdale,2014-01-31,26.5,19.8,16.338
Fort Lauderdale,2014-02-01,26.5,22.3,0.0
Fort Lauderdale,2014-02-02,26.0,22.1,1.262
Fort Lauderdale,2014-02-03,26.7,23.1,0.078
Fort Lauderdale,2014-02-04,26.5,22.6,0.049
Fort Lauderdale,2014-02-05,27.5,21.2,18.76
Fort Lauderdale,2014-02-06,26.6,21.5,0.113
Fort Lauderdale,2014-02-07,24.9,19.9,0.0
Fort Lauderdale,2014-02-08,27.2,19.2,0.08
Fort Lauderdale,2014-02-09,24.4,18.3,0.0
Fort Lauderdale,2014-02-10,25.7,17.2,0.0
Fort Lauderdale,2014-02-11,27.1,21.0,0.029
Fort Lauderdale,2014-02-12,27.7,17.1,9.182
Fort Lauderdale,2014-02-13,23.8,14.6,8.038
Fort Lauderdale,2014-02-14,21.0,9.6,0.0
Fort Lauderdale,2014-02-15,26.6,13.5,0.0
Fort Lauderdale,2014-02-16,24.1,10.4,0.0
Fort Lauderdale,2014-02-17,25.0,15.4,0.0
Fort Lauderdale,2014-02-18,26.4,18.5,0.0
Fort Lauderdale,2014-02-19,26.4,21.9,0.0
Fort Lauderdale,2014-02-20,27.1,22.8,0.0
Fort Lauderdale,2014-02-21,28.6,24.2,0.0
Fort Lauderdale,2014-02-22,29.0,22.3,0.0
Fort Lauderdale,2014-02-23,28.8,22.2,0.0
Fort Lauderdale,2014-02-24,29.8,21.4,0.0
Fort Lauderdale,2014-02-25,30.3,21.1,0.0
Fort Lauderdale,2014-02-26,30.1,19.3,0.081
Fort Lauderdale,2014-02-27,25.9,18.9,3.2
Fort Lauderdale,2014-02-28,23.6,17.1,1.013
Fort Lauderdale,2014-03-01,26.8,14.9,0.08
Fort Lauderdale,2014-03-02,26.5,19.7,0.029
Fort Lauderdale,2014-03-03,27.3,18.5,0.0
Fort Lauderdale,2014-03-04,26.9,18.3,0.0
Fort Lauderdale,2014-03-05,28.3,22.2,11.296
Fort Lauderdale,2014-03-06,29.5,19.2,12.354
Fort Lauderdale,2014-03-07,27.6,16.5,0.0
Fort Lauderdale,2014-03-08,23.0,13.6,0.0
Fort Lauderdale,2014-03-09,25.9,16.5,0.0
Fort Lauderdale,2014-03-10,27.0,17.8,0.0
Fort Lauderdale,2014-03-11,27.3,17.8,0.0
Fort Lauderdale,2014-03-12,30.3,22.3,0.0
Fort Lauderdale,2014-03-13,24.2,16.8,0.0
Fort Lauderdale,2014-03-14,23.1,15.7,0.0
Fort Lauderdale,2014-03-15,26.1,17.1,0.0
Fort Lauderdale,2014-03-16,27.0,22.7,0.0
Fort Lauderdale,2014-03-17,29.8,23.7,0.0
Fort Lauderdale,2014-03-18,26.6,21.0,9.251
Fort Lauderdale,2014-03-19,26.1,18.9,0.0
Fort Lauderdale,2014-03-20,26.3,22.3,0.0
Fort Lauderdale,2014-03-21,27.6,17.3,0.0
Fort Lauderdale,2014-03-22,26.7,22.9,11.074
Fort Lauderdale,2014-03-23,31.1,21.6,0.0
Fort Lauderdale,2014-03-24,25.2,20.2,1.245
Fort Lauderdale,2014-03-25,28.4,19.1,5.268
Fort Lauderdale,2014-03-26,21.0,13.1,0.0
Fort Lauderdale,2014-03-27,25.2,16.5,0.0
Fort Lauderdale,2014-03-28,27.5,22.7,0.0
Fort Lauderdale,2014-03-29,28.1,21.4,7.513
Fort Lauderdale,2014-03-30,25.8,18.6,0.534
Fort Lauderdale,2014-03-31,25.3,15.5,0.0
Fort Lauderdale,2015-10-11,30.6,24.2,0.079
Fort Worth,2014-01-01,22.1,1.6,0.0
Fort Worth,2014-01-02,5.6,-3.8,0.0
Fort Worth,2014-01-03,11.1,-3.0,0.0
Fort Worth,2014-01-04,21.4,5.8,0.0
Fort Worth,2014-01-05,9.4,-5.9,0.0
Fort Worth,2014-01-06,0.8,-10.0,0.0
Fort Worth,2014-01-07,9.2,-6.1,0.0
Fort Worth,2014-01-08,9.8,4.5,0.212
Fort Worth,2014-01-09,9.7,6.2,1.096
Fort Worth,2014-01-10,21.1,8.3,0.868
Fort Worth,2014-01-11,20.3,4.6,0.0
Fort Worth,2014-01-12,24.9,7.6,0.0
Fort Worth,2014-01-13,17.2,6.2,0.0
Fort Worth,2014-01-14,18.2,2.3,0.0
Fort Worth,2014-01-15,14.7,1.6,0.0
Fort Worth,2014-01-16,17.9,3.3,0.0
Fort Worth,2014-01-17,12.5,4.3,0.0
Fort Worth,2014-01-18,20.6,4.1,0.0
Fort Worth,2014-01-19,19.2,2.4,0.0
Fort Worth,2014-01-20,22.3,6.4,0.0
Fort Worth,2014-01-21,10.8,3.2,0.0
Fort Worth,2014-01-22,15.3,0.3,0.0
Fort Worth,2014-01-23,7.3,-3.3,0.0
Fort Worth,2014-01-24,6.4,-7.5,0.0
Fort Worth,2014-01-25,18.9,-0.4,0.0
Fort Worth,2014-01-26,24.7,9.3,0.0
Fort Worth,2014-01-27,11.6,-2.8,0.0
Fort Worth,2014-01-28,2.3,-5.4,0.0
Fort Worth,2014-01-29,8.2,-7.8,0.0
Fort Worth,2014-01-30,17.4,0.2,0.0
Fort Worth,2014-01-31,23.9,11.0,0.0
Fort Worth,2014-02-01,18.4,5.4,0.0
Fort Worth,2014-02-02,4.8,-0.8,3.558
Fort Worth,2014-02-03,4.7,-1.3,0.086
Fort Worth,2014-02-04,9.4,3.2,3.095
Fort Worth,2014-02-05,3.3,-5.2,0.0
Fort Worth,2014-02-06,-4.4,-8.8,0.538
Fort Worth,2014-02-07,-0.3,-5.2,0.0
Fort Worth,2014-02-08,14.7,-0.3,0.0
Fort Worth,2014-02-09,8.0,2.5,0.0
Fort Worth,2014-02-10,2.2,-1.5,0.181
Fort Worth,2014-02-11,1.3,-2.5,0.203
Fort Worth,2014-02-12,10.3,-0.6,0.0
Fort Worth,2014-02-13,21.2,-0.6,0.0
Fort Worth,2014-02-14,21.7,6.7,0.0
Fort Worth,2014-02-15,21.3,2.2,0.0
Fort Worth,2014-02-16,23.9,8.0,0.0
Fort Worth,2014-02-17,22.9,11.1,0.0
Fort Worth,2014-02-18,28.2,6.6,0.0
Fort Worth,2014-02-19,20.8,14.9,0.0
Fort Worth,2014-02-20,22.1,7.8,0.0
Fort Worth,2014-02-21,19.6,2.3,0.0
Fort Worth,2014-02-22,24.5,10.2,0.0
Fort Worth,2014-02-23,20.3,9.5,0.0
Fort Worth,2014-02-24,12.5,6.0,0.0
Fort Worth,2014-02-25,11.3,6.2,0.244
Fort Worth,2014-02-26,6.3,-0.5,0.0
Fort Worth,2014-02-27,13.2,-2.8,0.0
Fort Worth,2014-02-28,29.2,6.1,0.0
Fort Worth,2014-03-01,27.3,8.2,0.0
Fort Worth,2014-03-02,20.7,-7.3,0.469
Fort Worth,2014-03-03,1.3,-9.3,0.095
Fort Worth,2014-03-04,10.6,-2.4,0.0
Fort Worth,2014-03-05,13.1,1.7,0.011
Fort Worth,2014-03-06,13.2,5.6,0.0
Fort Worth,2014-03-07,19.7,4.2,0.0
Fort Worth,2014-03-08,13.3,3.8,0.181
Fort Worth,2014-03-09,17.4,3.3,0.0
Fort Worth,2014-03-10,26.0,6.2,0.0
Fort Worth,2014-03-11,30.5,13.0,0.0
Fort Worth,2014-03-12,17.0,6.7,0.0
Fort Worth,2014-03-13,19.8,2.7,0.0
Fort Worth,2014-03-14,23.4,8.7,0.0
Fort Worth,2014-03-15,19.4,12.3,32.413
Fort Worth,2014-03-16,13.5,6.1,0.184
Fort Worth,2014-03-17,16.3,1.8,0.0
Fort Worth,2014-03-18,31.1,10.3,0.0
Fort Worth,2014-03-19,18.4,7.5,0.0
Fort Worth,2014-03-20,22.3,4.9,0.0
Fort Worth,2014-03-21,27.3,12.7,0.0
Fort Worth,2014-03-22,19.6,9.8,0.0
Fort Worth,2014-03-23,14.5,8.2,0.0
Fort Worth,2014-03-24,20.3,3.1,0.0
Fort Worth,2014-03-25,17.2,4.1,0.0
Fort Worth,2014-03-26,17.1,7.7,1.064
Fort Worth,2014-03-27,30.9,14.5,0.231
Fort Worth,2014-03-28,25.3,13.3,0.033
Fort Worth,2014-03-29,23.4,7.4,0.0
Fort Worth,2014-03-30,26.3,10.1,0.0
Fort Worth,2014-03-31,28.7,14.4,0.0
Fort Worth,2014-05-11,32.2,23.3,0.0
Fort Worth,2015-11-22,13.7,-0.2,0.0
Fort Worth,2015-12-08,23.5,7.2,0.0
Fort Worth,2016-03-07,22.2,17.2,1.79
Fort Worth,2016-05-26,28.0,19.6,12.11
Fort Worth,2016-12-09,4.0,-2.9,0.0
Fort Worth,2017-04-26,24.3,11.9,1.638
Franklin,2015-07-09,33.1,24.2,0.189
Franklin,2015-11-08,18.3,8.1,0.0
Franklin,2016-12-05,9.9,7.6,1.813
Franklin,2017-06-03,28.2,19.0,9.856
Franklin,2017-08-27,27.4,22.8,0.0
Freeport,2015-05-28,26.9,14.9,0.0
Fremont,2014-01-01,16.1,2.0,0.0
Fremont,2014-01-02,17.4,4.4,0.0
Fremont,2014-01-03,17.9,5.6,0.0
Fremont,2014-01-04,18.5,4.5,0.0
Fremont,2014-01-05,18.2,3.1,0.0
Fremont,2014-01-06,15.6,4.6,0.0
Fremont,2014-01-07,17.0,6.7,0.0
Fremont,2014-01-08,13.8,10.3,0.0
Fremont,2014-01-09,15.6,8.6,0.115
Fremont,2014-01-10,16.0,5.1,0.0
Fremont,2014-01-11,14.3,6.5,0.0
Fremont,2014-01-12,16.3,5.1,0.0
Fremont,2014-01-13,18.8,5.2,0.0
Fremont,2014-01-14,21.8,5.7,0.0
Fremont,2014-01-15,20.7,6.5,0.0
Fremont,2014-01-16,21.1,5.4,0.0
Fremont,2014-01-17,19.3,4.9,0.0
Fremont,2014-01-18,20.4,3.5,0.0
Fremont,2014-01-19,18.9,3.2,0.0
Fremont,2014-01-20,20.2,3.7,0.0
Fremont,2014-01-21,18.7,3.6,0.0
Fremont,2014-01-22,21.8,4.2,0.0
Fremont,2014-01-23,19.5,5.2,0.0
Fremont,2014-01-24,18.6,5.2,0.0
Fremont,2014-01-25,21.1,6.4,0.0
Fremont,2014-01-26,20.7,7.2,0.0
Fremont,2014-01-27,16.3,7.2,0.0
Fremont,2014-01-28,19.2,10.0,0.0
Fremont,2014-01-29,17.6,13.0,0.041
Fremont,2014-01-30,15.0,11.0,1.058
Fremont,2014-01-31,15.1,6.7,0.0
Fremont,2014-02-01,15.1,2.6,0.0
Fremont,2014-02-02,9.7,5.9,8.334
Fremont,2014-02-03,13.0,4.9,0.0
Fremont,2014-02-04,12.3,2.8,0.0
Fremont,2014-02-05,13.1,3.1,0.0
Fremont,2014-02-06,11.9,8.0,10.658
Fremont,2014-02-07,12.9,9.6,2.248
Fremont,2014-02-08,15.7,12.4,2.44
Fremont,2014-02-09,16.3,13.5,3.516
Fremont,2014-02-10,15.2,10.6,0.164
Fremont,2014-02-11,15.0,9.6,0.0
Fremont,2014-02-12,16.4,8.7,0.0
Fremont,2014-02-13,20.0,10.1,0.0
Fremont,2014-02-14,16.9,11.6,0.0
Fremont,2014-02-15,16.0,9.2,0.0
Fremont,2014-02-16,17.4,8.7,0.628
Fremont,2014-02-17,15.4,5.0,0.0
Fremont,2014-02-18,16.4,6.1,0.0
Fremont,2014-02-19,16.9,9.2,0.358
Fremont,2014-02-20,18.4,5.9,0.0
Fremont,2014-02-21,20.6,5.8,0.0
Fremont,2014-02-22,20.3,6.3,0.0
Fremont,2014-02-23,19.7,7.5,0.0
Fremont,2014-02-24,22.5,6.5,0.0
Fremont,2014-02-25,18.1,7.7,0.0
Fremont,2014-02-26,15.6,11.4,11.589
Fremont,2014-02-27,18.2,11.8,1.601
Fremont,2014-02-28,15.4,11.7,21.622
Fremont,2016-12-09,18.5,13.6,0.138
Fresno,2014-12-12,11.1,9.4,35.147
Fresno,2017-08-20,35.0,19.9,0.0
Garland,2017-11-11,20.0,12.4,0.0
Gastonia,2016-04-15,19.4,7.8,0.0
Gilbert,2014-01-01,19.8,6.0,0.0
Gilbert,2014-01-02,23.4,6.8,0.0
Gilbert,2014-01-03,22.4,8.5,0.0
Gilbert,2014-01-04,18.9,8.5,0.0
Gilbert,2014-01-05,17.5,5.9,0.0
Gilbert,2014-01-06,18.9,5.6,0.0
Gilbert,2014-01-07,18.8,6.4,0.0
Gilbert,2014-01-08,19.4,6.0,0.0
Gilbert,2014-01-09,18.5,6.6,0.0
Gilbert,2014-01-10,17.8,5.0,0.0
Gilbert,2014-01-11,20.6,5.9,0.0
Gilbert,2014-01-12,19.1,7.7,0.0
Gilbert,2014-01-13,20.5,6.5,0.0
Gilbert,2014-01-14,22.1,5.2,0.0
Gilbert,2014-01-15,23.8,7.8,0.0
Gilbert,2014-01-16,23.1,6.7,0.0
Gilbert,2014-01-17,24.8,8.4,0.0
Gilbert,2014-01-18,23.2,8.3,0.0
Gilbert,2014-01-19,23.3,8.9,0.0
Gilbert,2014-01-20,23.4,8.4,0.0
Gilbert,2014-01-21,26.0,8.4,0.0
Gilbert,2014-01-22,24.4,12.8,0.0
Gilbert,2014-01-23,23.1,8.2,0.0
Gilbert,2014-01-24,20.4,13.9,0.0
Gilbert,2014-01-25,26.1,14.2,0.0
Gilbert,2014-01-26,21.5,9.7,0.0
Gilbert,2014-01-27,22.8,12.7,0.0
Gilbert,2014-01-28,21.6,8.3,0.0
Gilbert,2014-01-29,22.2,8.2,0.0
Gilbert,2014-01-30,23.9,10.2,0.0
Gilbert,2014-01-31,19.4,13.1,0.0
Gilbert,2014-02-01,17.5,10.8,0.0
Gilbert,2014-02-02,16.4,5.4,0.0
Gilbert,2014-02-03,15.3,8.8,0.0
Gilbert,2014-02-04,16.5,4.9,0.0
Gilbert,2014-02-05,17.2,10.0,0.0
Gilbert,2014-02-06,15.7,7.3,0.0
Gilbert,2014-02-07,18.0,10.0,0.0
Gilbert,2014-02-08,20.4,8.7,0.0
Gilbert,2014-02-09,23.5,9.8,0.0
Gilbert,2014-02-10,24.3,10.5,0.0
Gilbert,2014-02-11,24.1,11.4,0.0
Gilbert,2014-02-12,24.8,9.9,0.0
Gilbert,2014-02-13,26.6,10.8,0.0
Gilbert,2014-02-14,28.2,12.2,0.0
Gilbert,2014-02-15,29.4,11.7,0.0
Gilbert,2014-02-16,27.4,13.2,0.0
Gilbert,2014-02-17,28.8,13.4,0.0
Gilbert,2014-02-18,28.3,13.6,0.0
Gilbert,2014-02-19,26.7,14.4,0.0
Gilbert,2014-02-20,24.1,11.5,0.0
Gilbert,2014-02-21,23.5,10.6,0.0
Gilbert,2014-02-22,24.7,9.5,0.0
Gilbert,2014-02-23,25.9,11.6,0.0
Gilbert,2014-02-24,27.0,12.1,0.0
Gilbert,2014-02-25,23.9,14.4,0.0
Gilbert,2014-02-26,25.9,12.3,0.0
Gilbert,2014-02-27,25.5,13.8,0.0
Gilbert,2014-02-28,27.5,13.5,0.0
Gilbert,2014-12-05,21.3,13.6,0.1
Gladstone,2017-11-26,18.5,3.0,0.0
Glendale,2014-08-08,28.8,17.4,0.0
Glendale,2016-03-08,21.6,9.8,0.0
Glendale,2016-04-14,21.4,12.2,0.0
Grand Prairie,2016-07-16,35.2,24.1,0.0
Grand Prairie,2017-11-04,30.9,14.8,0.0
Grapevine,2016-04-15,23.8,12.8,0.0
Great Falls,2017-01-22,0.5,-5.7,0.336
Green Bay,2014-02-01,-10.7,-24.1,0.593
Green Bay,2017-09-18,21.5,11.3,0.0
Greensboro,2014-03-22,22.2,8.3,0.0
Greenville,2016-10-28,27.3,13.3,0.0
Grove City,2017-11-14,7.7,4.4,0.158
Gulfport,2017-05-14,27.8,16.8,0.0
Hackensack,2014-07-11,29.7,22.8,0.0
Hackensack,2014-09-27,28.9,14.3,0.0
Hamilton,2014-03-21,3.7,-4.8,0.003
Harlingen,2017-05-29,29.9,21.2,47.094
Harrisonburg,2014-06-09,28.4,17.6,0.194
Harrisonburg,2014-12-20,2.4,-6.6,0.137
Henderson,2014-01-01,18.3,3.5,0.0
Henderson,2014-01-02,17.8,4.2,0.0
Henderson,2014-01-03,15.9,3.3,0.0
Henderson,2014-01-04,16.8,3.4,0.0
Henderson,2014-01-05,13.1,1.6,0.0
Henderson,2014-01-06,14.0,0.4,0.0
Henderson,2014-01-07,13.4,4.1,0.0
Henderson,2014-01-08,14.5,0.8,0.0
Henderson,2014-01-09,14.4,3.2,0.0
Henderson,2014-01-10,16.3,5.0,0.0
Henderson,2014-01-11,16.2,4.4,0.0
Henderson,2014-01-12,17.0,5.7,0.0
Henderson,2014-01-13,17.4,5.1,0.0
Henderson,2014-01-14,20.4,5.7,0.0
Henderson,2014-01-15,19.2,5.4,0.0
Henderson,2014-01-16,21.1,5.2,0.0
Henderson,2014-01-17,19.5,4.9,0.0
Henderson,2014-01-18,20.2,4.1,0.0
Henderson,2014-01-19,18.1,4.2,0.0
Henderson,2014-01-20,18.9,3.6,0.0
Henderson,2014-01-21,17.9,4.4,0.0
Henderson,2014-01-22,18.8,7.2,0.0
Henderson,2014-01-23,15.1,5.0,0.0
Henderson,2014-01-24,16.2,8.8,0.0
Henderson,2014-01-25,18.8,7.9,0.0
Henderson,2014-01-26,15.8,3.9,0.0
Henderson,2014-01-27,19.7,4.7,0.0
Henderson,2014-01-28,19.3,7.6,0.0
